assembly,body,engine,transmission,fuel,car_age,city_grouped,registered_grouped,log_mileage,make_freq,model_freq,Actual,Predicted,Error,Abs_Error
Local,Hatchback,1000,0,Petrol,12,Karachi,Karachi,11.451060699493427,0.2909941216589263,0.05779286155045305,1299999.9999999993,1343728.6597156366,-43728.65971563733,43728.65971563733
Local,Sedan,2500,1,Petrol,5,Karachi,Karachi,9.680406499268875,0.01860933389626839,0.002403299665486668,10499999.999999994,10910933.879655313,-410933.87965531833,410933.87965531833
Imported,Hatchback,1000,1,Petrol,11,Lahore,Islamabad,11.51293546492023,0.3168458315741613,0.024715014127504792,3350000.0000000014,3222798.3405783223,127201.6594216791,127201.6594216791
Local,Hatchback,800,1,Petrol,14,Other,Other,12.133507329024972,0.040807378779513494,0.01021402357831834,1290000.0000000007,1271893.088755129,18106.911244871793,18106.911244871793
Local,Sedan,1600,1,Petrol,23,Islamabad,Rawalpindi,11.918397239722838,0.21353642298074113,0.10736903640674222,2150000.0,1533613.8297834226,616386.1702165774,616386.1702165774
Imported,Sedan,1500,1,Hybrid,22,Karachi,Karachi,11.908346971208951,0.3168458315741613,0.009613198661946673,2599999.9999999986,2715303.478151334,-115303.47815133538,115303.47815133538
Imported,Unknown,1300,1,Petrol,17,Islamabad,Islamabad,11.407576060361786,0.21353642298074113,0.06985807541164626,2550000.0,2515474.192898654,34525.80710134609,34525.80710134609
Local,Sedan,1800,1,Petrol,5,Islamabad,Islamabad,10.714439990727769,0.21353642298074113,0.10736903640674222,6849999.999999996,6732450.125760563,117549.87423943356,117549.87423943356
Local,Sedan,1300,0,Petrol,29,Islamabad,Islamabad,13.383713281428326,0.3168458315741613,0.16566529180604722,1380000.0000000005,1447642.0652108614,-67642.06521086092,67642.06521086092
Local,Sedan,1600,0,Petrol,22,Other,Lahore,12.899222326086994,0.3168458315741613,0.16566529180604722,1350000.0,1549170.6485278034,-199170.64852780337,199170.64852780337
Local,Sedan,1500,1,Petrol,8,Lahore,Lahore,11.289794413577894,0.21353642298074113,0.06985807541164626,3925000.0000000023,3913455.251357547,11544.74864245532,11544.74864245532
Local,Sedan,1500,1,Petrol,13,Multan,Punjab,11.51293546492023,0.21353642298074113,0.06985807541164626,3200000.0000000023,3080357.197708857,119642.80229114555,119642.80229114555
Local,Sedan,1500,1,Petrol,20,Lahore,Lahore,11.661354090741,0.21353642298074113,0.06985807541164626,1974999.9999999986,1750975.1132535138,224024.8867464848,224024.8867464848
Imported,Hatchback,1500,1,Hybrid,11,Sialkot,Islamabad,11.51293546492023,0.3168458315741613,0.007177421973953428,4550000.0,4275956.90315322,274043.0968467798,274043.0968467798
Local,Hatchback,1000,0,Petrol,18,Lahore,Lahore,11.542493975902508,0.01860933389626839,0.006933844305154103,1299999.9999999993,1034821.8961187828,265178.1038812165,265178.1038812165
Local,Hatchback,1000,0,Petrol,19,Karachi,Sindh,11.184435286790631,0.2909941216589263,0.05779286155045305,689999.9999999995,747579.6213119548,-57579.62131195527,57579.62131195527
Imported,Sedan,1800,1,Petrol,10,Lahore,Islamabad,11.19822841866684,0.0028904550030853173,0.0005845864051183787,13900000.000000019,15513529.994106248,-1613529.9941062294,1613529.9941062294
Imported,SUV,1500,1,Petrol,5,Karachi,Sindh,10.434145214930487,0.0030041245818583353,0.0014452275015426586,7800000.000000004,7360025.473942934,439974.5260570701,439974.5260570701
Local,Sedan,1500,1,Petrol,24,Karachi,Karachi,11.51293546492023,0.21353642298074113,0.10736903640674222,1099999.9999999998,1145068.5973466092,-45068.59734660946,45068.59734660946
Local,Sedan,1800,1,Petrol,7,Peshawar,Islamabad,11.429554725537322,0.21353642298074113,0.10736903640674222,5979999.999999999,5674551.8284517685,305448.1715482306,305448.1715482306
Imported,Unknown,660,1,Petrol,14,Other,Lahore,11.390769130367211,0.01946997499269267,3.24770225065766e-05,2150000.0,1630907.0704451327,519092.9295548673,519092.9295548673
Imported,Sedan,1300,1,Petrol,16,Karachi,Karachi,11.608244735642321,0.21353642298074113,0.06985807541164626,2285000.0000000005,2396265.5342282667,-111265.53422826622,111265.53422826622
Local,Sedan,1300,1,Petrol,9,Lahore,Lahore,11.982935344196433,0.3168458315741613,0.16566529180604722,3900000.000000001,3976124.1726731,-76124.17267309921,76124.17267309921
Imported,Hatchback,660,1,Petrol,11,Karachi,Karachi,11.289794413577894,0.2909941216589263,0.001201649832743334,2599999.9999999986,2227417.1808521184,372582.8191478802,372582.8191478802
Imported,SUV,3400,1,Petrol,23,Peshawar,Lahore,11.472113887062386,0.3168458315741613,0.01230879152999253,7900000.000000005,9260071.72525239,-1360071.7252523853,1360071.7252523853
Local,Sedan,1798,1,Petrol,6,Islamabad,Islamabad,10.645448706505872,0.3168458315741613,0.16566529180604722,6049999.999999998,5828954.084402909,221045.91559708957,221045.91559708957
Local,Sedan,1800,1,Petrol,7,Other,Punjab,11.49273296168228,0.21353642298074113,0.10736903640674222,6449999.999999996,5985303.448719266,464696.5512807304,464696.5512807304
Imported,Unknown,1000,1,Petrol,19,Multan,Other,11.289794413577894,0.3168458315741613,0.024715014127504792,1849999.9999999995,2192581.0506230835,-342581.05062308395,342581.05062308395
Imported,Unknown,2800,0,Diesel,7,Other,Other,11.112462823634855,0.0005683478938650904,0.00017862362378617128,4199999.999999997,3222443.0709045352,977556.929095462,977556.929095462
Local,Hatchback,796,0,Petrol,9,Karachi,Sindh,11.440365524765756,0.2909941216589263,0.06034230781721932,1210000.0000000012,1078302.1292806023,131697.87071939884,131697.87071939884
Imported,Unknown,660,1,Petrol,6,Peshawar,Un-Registered,10.896757843893464,0.2909941216589263,0.05707836705530837,3520000.000000003,3443378.7085083704,76621.29149163235,76621.29149163235
Imported,SUV,2000,1,Petrol,22,Karachi,Sindh,11.918397239722838,0.022766392777110196,0.012698515800071449,1675000.0000000007,1209229.9523618813,465770.04763811943,465770.04763811943
Local,SUV,2000,1,Petrol,4,Karachi,Sindh,9.331318298529085,0.01860933389626839,0.005309993179825273,8699999.999999994,8880101.897020398,-180101.8970204033,180101.8970204033
Imported,Mini Van,660,1,Petrol,16,Sargodha,Lahore,11.002116507732017,0.040807378779513494,0.004222012925854958,1200000.0000000005,1372068.51605272,-172068.51605271944,172068.51605271944
Local,Sedan,1300,0,Petrol,15,Faisalabad,Lahore,12.180759965737863,0.3168458315741613,0.16566529180604722,2100000.000000001,2347851.9950363985,-247851.9950363976,247851.9950363976
Imported,Sedan,1300,1,Petrol,7,Islamabad,Islamabad,11.350418300109132,0.3168458315741613,0.16566529180604722,5100000.000000003,4516770.730199731,583229.2698002718,583229.2698002718
Local,Hatchback,1000,0,Petrol,5,Lahore,Punjab,10.165890277802454,0.2909941216589263,0.030479685622422138,2849999.999999999,2884753.3560761577,-34753.35607615858,34753.35607615858
Local,Sedan,1500,1,Petrol,5,Karachi,Sindh,9.952325334619427,0.3168458315741613,0.01640089636582118,4474999.999999998,4599674.58762804,-124674.58762804233,124674.58762804233
Local,Sedan,1800,1,Petrol,16,Karachi,Karachi,11.461642696843066,0.21353642298074113,0.10736903640674222,2050000.000000001,2229073.621369377,-179073.62136937585,179073.62136937585
Local,Mini Van,800,0,Petrol,16,Other,Punjab,11.918397239722838,0.2909941216589263,0.016092364652008705,749999.9999999998,764701.7302041673,-14701.730204167543,14701.730204167543
Imported,Hatchback,660,1,Petrol,7,Sialkot,Un-Registered,7.313886831633462,0.040807378779513494,0.0010392647202104512,3595000.000000002,3537276.5318309073,57723.46816909453,57723.46816909453
Local,Unknown,1800,1,Petrol,20,Rawalpindi,Lahore,11.938199736300925,0.21353642298074113,0.10736903640674222,1869999.9999999993,2068472.4558219558,-198472.4558219565,198472.4558219565
Local,Sedan,1300,0,Petrol,7,Islamabad,Sindh,10.778977123006351,0.3168458315741613,0.16566529180604722,3980000.0000000023,4204693.455300888,-224693.45530088572,224693.45530088572
Local,SUV,1999,1,Petrol,5,Other,Un-Registered,10.463131911491967,0.022766392777110196,0.012698515800071449,9249999.999999987,8354119.712130981,895880.2878690064,895880.2878690064
Local,Sedan,1300,0,Petrol,14,Lahore,Punjab,11.728044909070785,0.3168458315741613,0.16566529180604722,2499999.9999999995,2342940.3773380774,157059.62266192213,157059.62266192213
Local,Sedan,1500,0,Petrol,11,Islamabad,Islamabad,11.798111925972618,0.21353642298074113,0.06985807541164626,2972999.9999999977,3130545.5771020832,-157545.57710208558,157545.57710208558
Imported,Sedan,1800,0,Petrol,34,Islamabad,Punjab,10.819798284210286,0.014062550745347667,0.000324770225065766,999999.9999999997,1085944.6254380739,-85944.62543807423,85944.62543807423
Local,Sedan,1600,1,Petrol,23,Lahore,Lahore,11.849404844423074,0.21353642298074113,0.10736903640674222,1550000.0000000012,1510539.525326889,39460.474673112156,39460.474673112156
Imported,Mini Van,660,1,Petrol,12,Karachi,Karachi,11.599112335481124,0.040807378779513494,0.004222012925854958,1789999.9999999988,1700528.0650538376,89471.93494616123,89471.93494616123
Local,Hatchback,1000,0,Petrol,8,Lahore,Punjab,9.798182590890704,0.2909941216589263,0.030479685622422138,1495000.000000001,3056961.612419451,-1561961.6124194502,1561961.6124194502
Local,Hatchback,1000,0,Petrol,8,Other,Lahore,11.612164281203007,0.2909941216589263,0.030479685622422138,2400000.000000001,1665529.6382936225,734470.3617063784,734470.3617063784
Local,Hatchback,660,0,Petrol,4,Other,Punjab,10.308985993422082,0.2909941216589263,0.05707836705530837,2425000.000000001,2506280.3710939535,-81280.37109395256,81280.37109395256
Imported,Hatchback,660,1,Petrol,9,Other,Lahore,10.819798284210286,0.2909941216589263,0.001201649832743334,2599999.9999999986,2913690.9695072183,-313690.96950721974,313690.96950721974
Local,Hatchback,796,0,Petrol,8,Other,Lahore,10.275085591132715,0.2909941216589263,0.06034230781721932,1450000.0000000002,1365450.1170948884,84549.88290511188,84549.88290511188
Local,Sedan,1300,0,Petrol,11,Lahore,Lahore,11.954407441448915,0.3168458315741613,0.16566529180604722,3249999.9999999986,3238243.546825849,11756.453174149618,11756.453174149618
Imported,Hatchback,1500,1,Hybrid,9,Karachi,Karachi,11.456365695436427,0.3168458315741613,0.007177421973953428,5275000.000000004,5852844.132607555,-577844.1326075513,577844.1326075513
Local,Sedan,1500,1,Petrol,4,Gujranwala,Islamabad,9.798182590890704,0.21353642298074113,0.10736903640674222,8599999.999999996,8655277.98978938,-55277.989789383486,55277.989789383486
Local,Sedan,1600,0,Petrol,26,Peshawar,Lahore,11.39640288460621,0.3168458315741613,0.16566529180604722,979999.9999999997,1209180.1665463774,-229180.1665463777,229180.1665463777
Local,Van,800,0,Petrol,9,Faisalabad,Lahore,11.512615416910295,0.2909941216589263,0.016092364652008705,1299999.9999999993,1230349.2922468712,69650.70775312814,69650.70775312814
Local,MPV,1500,1,Petrol,5,Other,Islamabad,10.373522431293592,0.21353642298074113,0.007908154980351401,6099999.999999996,5543282.955127698,556717.0448722979,556717.0448722979
Local,Hatchback,660,1,Petrol,5,Lahore,Punjab,10.184937747111391,0.2909941216589263,0.05707836705530837,2740000.000000001,2736838.4274999015,3161.572500099428,3161.572500099428
Local,Sedan,1500,0,Petrol,13,Lahore,Lahore,11.884495917930655,0.21353642298074113,0.06985807541164626,2759999.999999999,2832579.3041561544,-72579.30415615533,72579.30415615533
Local,Sedan,2000,0,Diesel,29,Rawalpindi,Punjab,11.849404844423074,0.3168458315741613,0.16566529180604722,1249999.999999999,1211545.1926245438,38454.807375455275,38454.807375455275
Local,Double Cabin,2800,1,Diesel,4,Sargodha,Islamabad,9.741027444837728,0.3168458315741613,0.014744568217985775,13600000.00000001,14075072.42192916,-475072.4219291508,475072.4219291508
Local,Sedan,1300,0,Petrol,15,Karachi,Karachi,12.234407397957442,0.3168458315741613,0.16566529180604722,1960000.0000000002,2137094.847168697,-177094.8471686968,177094.8471686968
Local,Hatchback,1300,0,Petrol,8,Karachi,Sindh,11.127277689932466,0.2909941216589263,0.019713552661491995,2353000.0000000005,2357753.245171295,-4753.245171294548,4753.245171294548
Local,Sedan,1799,1,Petrol,5,Islamabad,Islamabad,10.645448706505872,0.3168458315741613,0.16566529180604722,6749999.999999997,6591506.12517277,158493.87482722756,158493.87482722756
Imported,Station Wagon,1500,1,Petrol,12,Islamabad,Islamabad,11.982935344196433,0.3168458315741613,0.16566529180604722,4700000.000000004,4576587.982878655,123412.01712134853,123412.01712134853
Local,MPV,1500,1,Petrol,4,Islamabad,Islamabad,9.1503780308035,0.21353642298074113,0.007908154980351401,5950000.000000001,5776177.753200268,173822.24679973256,173822.24679973256
Local,Sedan,1798,1,Petrol,7,Karachi,Karachi,10.915106645867503,0.3168458315741613,0.16566529180604722,5500000.000000001,5348120.70428954,151879.2957104612,151879.2957104612
Local,Sedan,1300,1,Petrol,7,Other,Punjab,10.819798284210286,0.3168458315741613,0.16566529180604722,4680000.0,4768588.004291042,-88588.00429104175,88588.00429104175
Local,Hatchback,800,0,Petrol,15,Karachi,Sindh,9.421087402953841,0.2909941216589263,0.06034230781721932,579999.9999999997,634852.6947129073,-54852.69471290766,54852.69471290766
Local,Sedan,1500,1,Petrol,5,Karachi,Sindh,9.90353755128617,0.3168458315741613,0.01640089636582118,4700000.000000004,4530308.779685306,169691.22031469736,169691.22031469736
Imported,Hatchback,660,1,Petrol,13,Other,Sindh,11.39640288460621,0.2909941216589263,0.05707836705530837,1849999.9999999995,2020856.388183401,-170856.38818340143,170856.38818340143
Imported,Sedan,1800,1,Petrol,13,Other,Punjab,11.695255355062795,0.007550907732779059,0.007550907732779059,11000000.000000013,8338387.344410195,2661612.655589818,2661612.655589818
Imported,Unknown,660,1,Petrol,6,Islamabad,Un-Registered,9.04793908261736,0.3168458315741613,0.0010067876977038746,3499999.9999999995,3648573.668209606,-148573.66820960632,148573.66820960632
Local,Sedan,1300,0,Petrol,12,Multan,Karachi,11.502885230075814,0.21353642298074113,0.06985807541164626,2400000.000000001,2604473.8093447178,-204473.80934471684,204473.80934471684
Local,Sedan,1300,0,Petrol,17,Karachi,Karachi,12.229867294095891,0.3168458315741613,0.16566529180604722,2000000.0000000016,1991895.8265678885,8104.173432113137,8104.173432113137
Imported,Hatchback,996,1,Petrol,7,Sialkot,Islamabad,9.680406499268875,0.3168458315741613,0.024715014127504792,4700000.000000004,4624732.893781667,75267.10621833708,75267.10621833708
Local,Mini Van,1000,0,Petrol,9,Lahore,Punjab,11.259335592686217,0.003588710986976714,0.0014289889902893702,945000.0000000006,1087208.4608136432,-142208.4608136426,142208.4608136426
Local,Sedan,1300,0,Petrol,19,Other,Lahore,12.301387370778713,0.3168458315741613,0.16566529180604722,1849999.9999999995,1698610.9115522176,151389.08844778198,151389.08844778198
Imported,Crossover,1500,1,Petrol,5,Karachi,Karachi,8.77971129020447,0.00630054236627586,0.0055373323373713096,7300000.000000004,7653385.9988786,-353385.99887859635,353385.99887859635
Local,Hatchback,1000,0,Petrol,27,Lahore,Lahore,11.010415172807951,0.2909941216589263,0.009028612256828295,649000.0000000006,432253.22776544414,216746.77223455644,216746.77223455644
Local,Hatchback,1000,0,Petrol,22,Rawalpindi,Lahore,11.742337329297188,0.2909941216589263,0.05779286155045305,830000.0000000005,779044.5108342101,50955.48916579038,50955.48916579038
Local,Hatchback,1100,0,Petrol,18,Faisalabad,Faisalabad,11.58525542883217,0.01860933389626839,0.006933844305154103,1249999.999999999,1053501.9376254121,196498.06237458694,196498.06237458694
Imported,Crossover,996,1,Petrol,5,Lahore,Un-Registered,9.852246888342531,0.3168458315741613,0.0013153194115163522,5650000.000000001,6209358.554633053,-559358.5546330521,559358.5546330521
Local,Sedan,1800,1,Petrol,21,Multan,Karachi,10.819798284210286,0.3168458315741613,0.16566529180604722,1989999.9999999988,2177701.950483813,-187701.95048381411,187701.95048381411
Imported,Unknown,1500,1,Petrol,4,Islamabad,Islamabad,10.747229096720554,0.00630054236627586,0.0007307330063979734,5800000.0,5874642.582658411,-74642.582658411,74642.582658411
Imported,Unknown,660,1,Petrol,7,Karachi,Karachi,11.184435286790631,0.3168458315741613,0.0010067876977038746,3350000.0000000014,3028497.804843305,321502.19515669625,321502.19515669625
Imported,Hatchback,1000,1,Petrol,12,Karachi,Sindh,11.58989576532275,0.014062550745347667,0.0005521093826118021,1924999.9999999995,2136202.6701698136,-211202.67016981402,211202.67016981402
Imported,Hatchback,660,1,Petrol,18,Other,Lahore,11.350418300109132,0.21353642298074113,0.00017862362378617128,1625000.0000000012,1574547.463261538,50452.53673846321,50452.53673846321
Local,Sedan,1300,0,Petrol,7,Karachi,Sindh,11.104972264124868,0.3168458315741613,0.16566529180604722,4349999.999999996,4289718.14029653,60281.859703466296,60281.859703466296
Imported,Unknown,660,1,Petrol,14,Karachi,Karachi,11.302216779257382,0.0011854113214900459,3.24770225065766e-05,1774999.9999999986,1641812.5459661097,133187.45403388888,133187.45403388888
Local,Sedan,1300,0,Petrol,13,Islamabad,Punjab,12.100717685412471,0.3168458315741613,0.16566529180604722,2649999.999999999,2369449.5900187287,280550.4099812703,280550.4099812703
Imported,Hatchback,800,0,Petrol,19,Karachi,Sindh,8.294299608857235,0.2909941216589263,0.06034230781721932,590000.0000000003,484556.2024164264,105443.79758357396,105443.79758357396
Imported,SUV,1999,1,Petrol,6,Lahore,Lahore,11.082157933374816,0.022766392777110196,0.012698515800071449,6699999.999999995,6953972.015575016,-253972.01557502057,253972.01557502057
Local,Sedan,1799,1,Petrol,4,Other,Karachi,8.77971129020447,0.3168458315741613,0.16566529180604722,7500000.000000002,7561132.066691331,-61132.06669132877,61132.06669132877
Imported,Hatchback,1000,1,Petrol,13,Lahore,Lahore,11.661354090741,0.3168458315741613,0.024715014127504792,2194999.9999999995,2812498.095766525,-617498.0957665252,617498.0957665252
Imported,SUV,3000,1,Diesel,30,Other,Peshawar,12.19602736016897,0.3168458315741613,0.004059627813322074,2250000.000000001,3684495.492597457,-1434495.492597456,1434495.492597456
Local,Hatchback,1000,0,Petrol,7,Lahore,Lahore,11.407576060361786,0.2909941216589263,0.030479685622422138,2325000.0,2253063.640811748,71936.35918825213,71936.35918825213
Local,Sedan,1798,1,Petrol,7,Karachi,Sindh,10.545367754151743,0.3168458315741613,0.16566529180604722,5500000.000000001,5646740.166048083,-146740.16604808252,146740.16604808252
Imported,Unknown,3000,1,Diesel,35,Other,Sindh,12.100717685412471,0.3168458315741613,0.009532006105680231,2449999.9999999995,3064898.9345611967,-614898.9345611972,614898.9345611972
Local,Sedan,1800,1,Petrol,11,Lahore,Lahore,11.385103457032141,0.21353642298074113,0.10736903640674222,4275000.0,3701452.329585016,573547.6704149842,573547.6704149842
Local,Unknown,1000,0,Petrol,26,Karachi,Karachi,12.429220196836383,0.2909941216589263,0.009028612256828295,440000.0000000002,445433.8347933716,-5433.834793371439,5433.834793371439
Local,SUV,3000,1,Petrol,13,Islamabad,Lahore,11.07443600653965,0.00022733915754603618,0.000162385112532883,18299999.99999999,15638038.517481739,2661961.48251825,2661961.48251825
Local,Sedan,1300,0,Petrol,23,Gujranwala,Lahore,11.723648196284437,0.21353642298074113,0.06985807541164626,875000.0,1182868.1888381718,-307868.1888381718,307868.1888381718
Local,Hatchback,1000,0,Petrol,14,Other,Lahore,11.156264806643742,0.2909941216589263,0.05707836705530837,1325000.0000000007,1273098.2349826884,51901.76501731225,51901.76501731225
Local,Hatchback,660,0,Petrol,4,Karachi,Sindh,9.082620630373812,0.2909941216589263,0.05707836705530837,2525000.000000001,2537095.6959253782,-12095.69592537731,12095.69592537731
Local,Sedan,1299,1,Petrol,4,Other,Punjab,9.472781556562168,0.0030041245818583353,0.0014777045240492353,3249999.9999999986,3419908.2101470158,-169908.21014701715,169908.21014701715
Local,Hatchback,660,0,Petrol,5,Rawalpindi,Lahore,10.799595985047786,0.2909941216589263,0.05707836705530837,2400000.000000001,2365339.32462223,34660.67537777079,34660.67537777079
Imported,Mini Van,660,1,Petrol,16,Lahore,Punjab,10.819798284210286,0.2909941216589263,0.008070540092884285,1400000.0000000007,1713663.2312602925,-313663.23126029177,313663.23126029177
Local,Hatchback,796,0,Petrol,13,Other,Lahore,10.933124826700707,0.2909941216589263,0.06034230781721932,859999.9999999997,910220.446562485,-50220.446562485304,50220.446562485304
Local,Sedan,1300,1,Petrol,7,Lahore,Lahore,10.53212287826962,0.21353642298074113,0.06985807541164626,4095000.0000000023,4071934.034772268,23065.965227734298,23065.965227734298
Imported,SUV,2500,0,Diesel,30,Other,Sindh,13.592368256649284,0.014062550745347667,0.005277516157318697,1600000.0000000012,1085074.6532483096,514925.34675169154,514925.34675169154
Local,Van,800,0,Petrol,5,Other,Islamabad,9.90353755128617,0.2909941216589263,0.016092364652008705,1849999.9999999995,1793468.164928687,56531.8350713125,56531.8350713125
Local,Sedan,1600,1,Petrol,14,Other,Islamabad,11.732317989973282,0.3168458315741613,0.16566529180604722,3870000.000000001,3111656.484146544,758343.5158534572,758343.5158534572
Local,Hatchback,660,1,Petrol,9,Lahore,Un-Registered,10.839600519357369,0.2909941216589263,0.05707836705530837,2950000.000000002,3041050.9616998406,-91050.96169983875,91050.96169983875
Local,Mini Van,1000,0,Petrol,12,Rawalpindi,Lahore,11.050905878263567,0.003588710986976714,0.0014289889902893702,850000.0000000005,862441.1301502957,-12441.130150295212,12441.130150295212
Local,Hatchback,660,0,Petrol,4,Other,Punjab,9.99884318585288,0.2909941216589263,0.05707836705530837,2400000.000000001,2535920.453404785,-135920.4534047842,135920.4534047842
Local,Sedan,1497,1,Petrol,10,Rawalpindi,Un-Registered,11.385103457032141,0.21353642298074113,0.06985807541164626,6049999.999999998,5531276.808673472,518723.191326526,518723.191326526
Imported,Sedan,1800,1,Petrol,22,Lahore,Islamabad,11.767575435251748,0.3168458315741613,0.003945958234549057,2649999.999999999,2863278.9985329797,-213278.99853298068,213278.99853298068
Imported,MPV,2400,1,Petrol,29,Other,Islamabad,9.421087402953841,0.3168458315741613,1.62385112532883e-05,1869999.9999999993,1867049.9154020052,2950.0845979941078,2950.0845979941078
Imported,Mini Van,660,1,Petrol,13,Karachi,Karachi,11.440365524765756,0.040807378779513494,0.004222012925854958,1499999.9999999986,1600933.9217693103,-100933.92176931165,100933.92176931165
Local,Sedan,1500,1,Petrol,4,Other,Islamabad,9.04793908261736,0.21353642298074113,0.10736903640674222,8750000.000000007,10392038.07444074,-1642038.0744407326,1642038.0744407326
Local,Sedan,1800,1,Petrol,8,Other,Islamabad,10.915106645867503,0.3168458315741613,0.16566529180604722,6200000.000000005,5446699.864745919,753300.135254086,753300.135254086
Local,MPV,1500,1,Petrol,8,Lahore,Islamabad,7.170888478512505,0.21353642298074113,0.007908154980351401,6300000.000000002,6285054.452102367,14945.547897635028,14945.547897635028
Local,Hatchback,1000,0,Petrol,11,Lahore,Lahore,11.635151947212842,0.2909941216589263,0.05779286155045305,1590000.000000001,1581160.989308397,8839.010691603879,8839.010691603879
Local,Sedan,1800,0,Petrol,18,Faisalabad,Punjab,12.506180941677357,0.21353642298074113,0.10736903640674222,1980000.0000000016,1812072.9077402526,167927.09225974907,167927.09225974907
Imported,Hatchback,1000,0,Petrol,31,Other,Rawalpindi,12.611541086966115,0.040807378779513494,0.003962196745802345,420000.0,403731.4152299236,16268.584770076384,16268.584770076384
Local,Unknown,1800,0,Petrol,19,Gujranwala,Lahore,12.128116509451258,0.21353642298074113,0.10736903640674222,1935000.0000000007,1855554.961906566,79445.03809343465,79445.03809343465
Local,Hatchback,1000,0,Petrol,9,Multan,Karachi,11.635151947212842,0.2909941216589263,0.05779286155045305,1949999.999999999,2125917.7241851017,-175917.72418510262,175917.72418510262
Local,Double Cabin,2500,1,Diesel,12,Karachi,Sindh,11.599112335481124,0.3168458315741613,0.014744568217985775,6200000.000000005,6574320.282594128,-374320.2825941229,374320.2825941229
Local,Hatchback,800,0,Petrol,15,Lahore,Punjab,11.225256725762893,0.2909941216589263,0.06034230781721932,749999.9999999998,672538.0182349042,77461.98176509561,77461.98176509561
Imported,Sedan,3000,1,Petrol,21,Other,Punjab,11.407576060361786,0.3168458315741613,0.002614400311779416,6899999.999999999,4640017.899615045,2259982.1003849544,2259982.1003849544
Local,Sedan,1200,1,Petrol,4,Other,Other,9.392745258631441,0.21353642298074113,0.06985807541164626,4875000.000000003,4778683.462386944,96316.53761305846,96316.53761305846
Imported,Hatchback,1000,1,Petrol,27,Peshawar,Peshawar,11.918397239722838,0.3168458315741613,0.024715014127504792,1550000.0000000012,1608576.1397365944,-58576.139736593235,58576.139736593235
Local,Sedan,1300,1,Petrol,11,Lahore,Punjab,11.608244735642321,0.3168458315741613,0.16566529180604722,3650000.000000001,3506522.413005085,143477.58699491573,143477.58699491573
Local,Hatchback,1000,0,Petrol,8,Karachi,Karachi,10.491301994830229,0.2909941216589263,0.030479685622422138,2080000.0000000016,2260474.1415908956,-180474.14159089397,180474.14159089397
Imported,SUV,2400,1,Diesel,33,Islamabad,Lahore,11.525851561856362,0.014062550745347667,0.005277516157318697,2930000.0000000005,2287336.2328370875,642663.767162913,642663.767162913
Local,SUV,2000,1,Petrol,5,Other,Islamabad,10.308985993422082,0.022766392777110196,0.012698515800071449,7800000.000000004,7703368.317121371,96631.68287863303,96631.68287863303
Local,Hatchback,1000,0,Petrol,19,Karachi,Sindh,11.51293546492023,0.2909941216589263,0.05779286155045305,739999.9999999999,817919.5515215646,-77919.55152156472,77919.55152156472
Imported,Hatchback,1000,1,Petrol,25,Lahore,Lahore,12.160033942617156,0.3168458315741613,0.024715014127504792,1650000.0000000007,1685089.4275260353,-35089.42752603465,35089.42752603465
Local,Hatchback,1000,0,Petrol,23,Faisalabad,Faisalabad,11.272139700982676,0.2909941216589263,0.05707836705530837,525000.0000000003,673117.7827189113,-148117.78271891095,148117.78271891095
Local,Hatchback,1000,0,Petrol,8,Islamabad,Islamabad,11.820417517632333,0.2909941216589263,0.030479685622422138,2174999.999999999,2224526.4107940826,-49526.410794083495,49526.410794083495
Local,Hatchback,796,0,Petrol,11,Other,Other,11.51293546492023,0.2909941216589263,0.06034230781721932,1120000.0000000005,1055271.9105491128,64728.08945088764,64728.08945088764
Imported,Sedan,1500,1,Petrol,31,Islamabad,Islamabad,12.429220196836383,0.21353642298074113,0.10736903640674222,1340000.0000000002,865083.1961518717,474916.80384812853,474916.80384812853
Local,Sedan,1300,0,Petrol,22,Other,Lahore,13.217675375388819,0.3168458315741613,0.16566529180604722,1550000.0000000012,1524919.484153225,25080.515846776078,25080.515846776078
Imported,Hatchback,1000,0,Petrol,20,Lahore,Lahore,12.049424683420915,0.01860933389626839,0.006933844305154103,785000.0000000006,945937.6726301372,-160937.6726301366,160937.6726301366
Imported,Unknown,660,0,Petrol,18,Other,Faisalabad,10.308985993422082,0.2909941216589263,0.008070540092884285,950000.0000000008,1091039.2210226823,-141039.22102268145,141039.22102268145
Local,Double Cabin,3000,1,Diesel,19,Other,Islamabad,6.546785410760524,0.3168458315741613,0.014744568217985775,5800000.0,5146521.281469774,653478.7185302256,653478.7185302256
Imported,Hatchback,1000,1,Petrol,17,Karachi,Karachi,11.156264806643742,0.3168458315741613,0.012146406417459647,1795000.0000000005,1984795.3628828926,-189795.36288289214,189795.36288289214
Local,Sedan,1300,0,Petrol,13,Other,Lahore,11.51293546492023,0.3168458315741613,0.16566529180604722,2499999.9999999995,2485795.326764067,14204.673235932365,14204.673235932365
Local,Sedan,1500,0,Petrol,11,Peshawar,Other,9.421087402953841,0.3168458315741613,0.16566529180604722,430000.00000000023,1069360.4147276732,-639360.4147276729,639360.4147276729
Local,Sedan,1600,1,Petrol,7,Karachi,Karachi,10.757924157061597,0.3168458315741613,0.16566529180604722,4650000.000000001,4845191.205727618,-195191.20572761726,195191.20572761726
Local,Hatchback,796,0,Petrol,12,Other,Lahore,11.335412329168578,0.2909941216589263,0.06034230781721932,840000.0000000005,945107.4832039626,-105107.4832039621,105107.4832039621
